IDX,Memo,BagNo,MonNo01,MonNo02,MonNo03,MonNo04,MonNo05,MonNo06,MonNo07,MonNo08,MonNo09,MonNo10
1242,대미궁 7층 사악한 스켈레통 Lv60                                                                                ,29030355,0,0,0,0,0,0,0,0,0,0
1243,대미궁 8층 스켈레턴  Lv60                                                                                   ,29030356,0,0,0,0,0,0,0,0,0,0
1244,대미궁 8층 그린 동동 Lv60                                                                                   ,29030357,0,0,0,0,0,0,0,0,0,0
1245,대미궁 8층 블루 동동 Lv60                                                                                   ,29030358,0,0,0,0,0,0,0,0,0,0
1246,대미궁 8층 레드 동동 Lv60                                                                                   ,29030359,0,0,0,0,0,0,0,0,0,0
1247,대미궁 8층 그레이 동동 Lv60                                                                                  ,29030360,0,0,0,0,0,0,0,0,0,0
1248,대미궁 8층 마기 코어 Lv60                                                                                   ,29030361,0,0,0,0,0,0,0,0,0,0
1249,대미궁 8층 헬릭스 코어 Lv60                                                                                  ,29030362,0,0,0,0,0,0,0,0,0,0
1250,대미궁 8층 펑프 Lv60                                                                                      ,29030363,0,0,0,0,0,0,0,0,0,0
1251,대미궁 8층 암살자 펑프 Lv61                                                                                  ,29030364,0,0,0,0,0,0,0,0,0,0
1252,대미궁 8층 도둑 펑프 Lv61                                                                                   ,29030365,0,0,0,0,0,0,0,0,0,0
1253,대미궁 8층 불찌 Lv61                                                                                      ,29030366,0,0,0,0,0,0,0,0,0,0
1254,대미궁 8층 돌연변이 불찌 Lv61                                                                                 ,29030367,0,0,0,0,0,0,0,0,0,0
1255,대미궁 8층 알곤 Lv61                                                                                      ,29030368,0,0,0,0,0,0,0,0,0,0
1256,대미궁 8층 투척병 알곤 Lv61                                                                                  ,29030369,0,0,0,0,0,0,0,0,0,0
1257,대미궁 8층 정찰병 알곤 Lv61                                                                                  ,29030370,0,0,0,0,0,0,0,0,0,0
1258,대미궁 8층 누멘 알곤 Lv61                                                                                   ,29030371,0,0,0,0,0,0,0,0,0,0
1259,대미궁 9층 사악한 스켈레통 Lv61                                                                                ,29030372,0,0,0,0,0,0,0,0,0,0
1260,대미궁 9층 스켈레턴  Lv61                                                                                   ,29030373,0,0,0,0,0,0,0,0,0,0
1261,대미궁 9층 그린 동동 Lv61                                                                                   ,29030374,0,0,0,0,0,0,0,0,0,0
1262,대미궁 9층 블루 동동 Lv61                                                                                   ,29030375,0,0,0,0,0,0,0,0,0,0
1263,대미궁 9층 레드 동동 Lv61                                                                                   ,29030376,0,0,0,0,0,0,0,0,0,0
1264,대미궁 9층 그레이 동동 Lv61                                                                                  ,29030377,0,0,0,0,0,0,0,0,0,0
1265,대미궁 9층 코어 Lv61                                                                                      ,29030378,0,0,0,0,0,0,0,0,0,0
1266,대미궁 9층 헬릭스 코어 Lv61                                                                                  ,29030379,0,0,0,0,0,0,0,0,0,0
1267,대미궁 9층 암살자 펑프 Lv62                                                                                  ,29030380,0,0,0,0,0,0,0,0,0,0
1268,대미궁 9층 도둑 펑프 Lv62                                                                                   ,29030381,0,0,0,0,0,0,0,0,0,0
1269,대미궁 9층 투사 펑프 Lv62                                                                                   ,29030382,0,0,0,0,0,0,0,0,0,0
1270,대미궁 9층 불찌 Lv62                                                                                      ,29030383,0,0,0,0,0,0,0,0,0,0
1271,대미궁 9층 돌연변이 불찌 Lv62                                                                                 ,29030384,0,0,0,0,0,0,0,0,0,0
1272,대미궁 9층 알곤 Lv62                                                                                      ,29030385,0,0,0,0,0,0,0,0,0,0
1273,대미궁 9층 투척병 알곤 Lv62                                                                                  ,29030386,0,0,0,0,0,0,0,0,0,0
