f_NationCodeStr,BagGroupNo,Memo,SuccessRateNo,BagNo01,BagNo02,BagNo03,BagNo04,BagNo05,BagNo06,BagNo07,BagNo08,BagNo09,BagNo10
0,230460,용의 탑3 카오스 LV 95~98,1001,19000340,0,0,0,0,0,0,0,0,0
0,230470,히든 망각의협곡 LV 20~24,1001,19000070,0,0,0,0,0,0,0,0,0
0,230480,히든 수엽고래해안가 LV 30~34,1001,19000100,0,0,0,0,0,0,0,0,0
0,230490,히든 용사의 계곡 LV 35~39,1001,19000130,0,0,0,0,0,0,0,0,0
0,230500,히든 위험한 동굴 LV 40~44,1001,19000140,0,0,0,0,0,0,0,0,0
0,230510,히든 이글거리는 늪지대 LV 49~52,1001,19000190,0,0,0,0,0,0,0,0,0
0,230520,히든 큰나무지대 1 LV 53~56,1001,19000200,0,0,0,0,0,0,0,0,0
0,230530,히든 큰나무지대 2 LV 57~60,1001,19000220,0,0,0,0,0,0,0,0,0
0,230540,히든 신들의안식처 LV 61~64,1001,19000230,0,0,0,0,0,0,0,0,0
0,230550,히든 잊혀진 마을 LV 65~68,1001,19000250,0,0,0,0,0,0,0,0,0
0,230560,히든 잠자는 마을 LV 69~72,1001,19000280,0,0,0,0,0,0,0,0,0
0,230570,히든 유혹의 설원 LV 73~76,1001,19000290,0,0,0,0,0,0,0,0,0
0,230580,히든 얼음 협곡 LV 77~80,1001,19000310,0,0,0,0,0,0,0,0,0
0,230590,히든 엘로라 주둔지 LV 81~84,1001,19000320,0,0,0,0,0,0,0,0,0
0,240001,몬스터 드랍 잡템에서 저주 속성석 분해 백,1,240001,0,0,0,0,0,0,0,0,0
0,240010,바람의평원1 LV 1~4,0,0,0,0,0,0,0,0,0,0,0
0,240020,바람의평원2 LV 5~9,0,0,0,0,0,0,0,0,0,0,0
0,240030,배신자의 고개1 LV 10~14,0,0,0,0,0,0,0,0,0,0,0
0,240040,배신자의 고개2 LV 15~19,0,0,0,0,0,0,0,0,0,0,0
0,240050,용사의 해안가1 LV 20~24,1001,81000020,0,0,0,0,0,0,0,0,0
0,240060,용사의 해안가2 LV 25~29,1001,81000030,0,0,0,0,0,0,0,0,0
0,240070,용사의 계곡 LV 30~34,1001,81000040,0,0,0,0,0,0,0,0,0
0,240080,위험한 폐광 LV 35~39,1001,81000050,0,0,0,0,0,0,0,0,0
0,240090,악마의 숨결 LV 40~44,1001,81000060,0,0,0,0,0,0,0,0,0
0,240100,이글거리는 늪지대 LV 45~48,1001,81000070,0,0,0,0,0,0,0,0,0
0,240110,큰나무 지대1 LV 49~52,1001,81000080,0,0,0,0,0,0,0,0,0
0,240120,큰나무 지대2 LV 53~56,1001,81000080,0,0,0,0,0,0,0,0,0
0,240130,신들의 안식처 LV 57~60,1001,81000080,0,0,0,0,0,0,0,0,0
0,240140,고요의 숲1 LV 61~64,1001,81000080,0,0,0,0,0,0,0,0,0
0,240150,고요의 숲2 LV 65~68,1001,81000080,0,0,0,0,0,0,0,0,0
0,240160,이슬의 숲1 LV 69~72,1001,81000080,0,0,0,0,0,0,0,0,0
0,240170,이슬의 숲2 LV 73~76,1001,81000080,0,0,0,0,0,0,0,0,0
0,240180,용의 탑1 LV 77~80,1001,81000080,0,0,0,0,0,0,0,0,0
0,240190,용의 탑2 LV 81~84,1001,81000080,0,0,0,0,0,0,0,0,0
0,240200,용의 탑3 LV 85~88,1001,81000080,0,0,0,0,0,0,0,0,0
0,240210,파렐경 던전 LV 21~25,0,0,0,0,0,0,0,0,0,0,0
0,240220,파렐경 던전 LV 27,1001,81000020,0,0,0,0,0,0,0,0,0
0,240230,라발론 던전 LV 41~45,0,0,0,0,0,0,0,0,0,0,0
0,240240,라발론 LV 47,1001,81000040,0,0,0,0,0,0,0,0,0
0,240250,사파이어던전 LV 55~56,0,0,0,0,0,0,0,0,0,0,0
0,240260,사파이어 LV 65,0,0,0,0,0,0,0,0,0,0,0
0,240270,말하는탑 던전 LV 80~81,0,0,0,0,0,0,0,0,0,0,0
0,240280,말하는 탑 LV 90,0,0,0,0,0,0,0,0,0,0,0
0,240290,배신자의 고개1 카오스 LV 25~29,1001,81000010,0,0,0,0,0,0,0,0,0
0,240300,배신자의 고개2 카오스 LV 30~34,1001,81000020,0,0,0,0,0,0,0,0,0
0,240310,용사의 해안가1 카오스 LV 35~39,1001,81000020,0,0,0,0,0,0,0,0,0
0,240320,용사의 해안가2 카오스 LV 40~44,1001,81000030,0,0,0,0,0,0,0,0,0
0,240330,용사의 계곡 카오스 LV 40~44,1001,81000030,0,0,0,0,0,0,0,0,0
0,240340,위험한 동굴 카오스 LV 45~48,1001,81000040,0,0,0,0,0,0,0,0,0
0,240350,악마의 숨결 카오스 LV 49~52,1001,81000040,0,0,0,0,0,0,0,0,0
0,240360,이글거리는 늪지대 카오스 LV 53~56,1001,81000050,0,0,0,0,0,0,0,0,0
0,240370,큰나무 지대 1 카오스 LV 57~60,1001,81000050,0,0,0,0,0,0,0,0,0
0,240380,큰나무 지대 2 카오스 LV 61~64,1001,81000060,0,0,0,0,0,0,0,0,0
0,240390,신들의 안식처 카오스 LV 65~68,1001,81000060,0,0,0,0,0,0,0,0,0
0,240400,잊혀진 마을 카오스 LV 69~72,1001,81000070,0,0,0,0,0,0,0,0,0
0,240410,잠자는 마을 카오스 LV 73~76,1001,81000070,0,0,0,0,0,0,0,0,0
0,240420,이슬의 숲1 카오스 LV 77~80,1001,81000080,0,0,0,0,0,0,0,0,0
0,240430,이슬의 숲2 카오스 LV 81~84,1001,81000080,0,0,0,0,0,0,0,0,0
0,240440,용의 탑1 카오스 LV 85~88,1001,81000090,0,0,0,0,0,0,0,0,0
0,240450,용의 탑2 카오스 LV 90~93,1001,81000090,0,0,0,0,0,0,0,0,0
0,240460,용의 탑3 카오스 LV 95~98,1001,81000100,0,0,0,0,0,0,0,0,0
0,240470,히든 망각의협곡 LV 20~24,1001,81000010,0,0,0,0,0,0,0,0,0
0,240480,히든 수엽고래해안가 LV 30~34,1001,81000020,0,0,0,0,0,0,0,0,0
0,240490,히든 용사의 계곡 LV 35~39,1001,81000020,0,0,0,0,0,0,0,0,0
0,240500,히든 위험한 동굴 LV 40~44,1001,81000030,0,0,0,0,0,0,0,0,0
0,240510,히든 이글거리는 늪지대 LV 49~52,1001,81000040,0,0,0,0,0,0,0,0,0
0,240520,히든 큰나무지대 1 LV 53~56,1001,81000050,0,0,0,0,0,0,0,0,0
0,240530,히든 큰나무지대 2 LV 57~60,1001,81000050,0,0,0,0,0,0,0,0,0
0,240540,히든 신들의안식처 LV 61~64,1001,81000060,0,0,0,0,0,0,0,0,0
0,240550,히든 잊혀진 마을 LV 65~68,1001,81000060,0,0,0,0,0,0,0,0,0
0,240560,히든 잠자는 마을 LV 69~72,1001,81000070,0,0,0,0,0,0,0,0,0
0,240570,히든 유혹의 설원 LV 73~76,1001,81000070,0,0,0,0,0,0,0,0,0
0,240580,히든 얼음 협곡 LV 77~80,1001,81000080,0,0,0,0,0,0,0,0,0
0,240590,히든 엘로라 주둔지 LV 81~84,1001,81000080,0,0,0,0,0,0,0,0,0
0,250001,몬스터 드랍 잡템에서 파괴 속성석 분해 백,1,250001,0,0,0,0,0,0,0,0,0
0,250010,바람의평원1 LV 1~4,0,0,0,0,0,0,0,0,0,0,0
0,250020,바람의평원2 LV 5~9,0,0,0,0,0,0,0,0,0,0,0
0,250030,배신자의 고개1 LV 10~14,0,0,0,0,0,0,0,0,0,0,0
0,250040,배신자의 고개2 LV 15~19,0,0,0,0,0,0,0,0,0,0,0
0,250050,용사의 해안가1 LV 20~24,0,0,0,0,0,0,0,0,0,0,0
0,250060,용사의 해안가2 LV 25~29,1001,39000010,0,0,0,0,0,0,0,0,0
0,250070,용사의 계곡 LV 30~34,1001,39000010,0,0,0,0,0,0,0,0,0
0,250080,위험한 폐광 LV 35~39,1001,39000020,0,0,0,0,0,0,0,0,0
0,250090,악마의 숨결 LV 40~44,1001,39000020,0,0,0,0,0,0,0,0,0
0,250100,이글거리는 늪지대 LV 45~48,1001,39000030,0,0,0,0,0,0,0,0,0
0,250110,큰나무 지대1 LV 49~52,1001,39000030,0,0,0,0,0,0,0,0,0
0,250120,큰나무 지대2 LV 53~56,0,0,0,0,0,0,0,0,0,0,0
0,250130,신들의 안식처 LV 57~60,1001,39000040,0,0,0,0,0,0,0,0,0
0,250140,고요의 숲1 LV 61~64,1001,39000040,0,0,0,0,0,0,0,0,0
0,250150,고요의 숲2 LV 65~68,1001,39000050,0,0,0,0,0,0,0,0,0
0,250160,이슬의 숲1 LV 69~72,1001,39000050,0,0,0,0,0,0,0,0,0
0,250170,이슬의 숲2 LV 73~76,0,0,0,0,0,0,0,0,0,0,0
0,250180,용의 탑1 LV 77~80,1001,39000060,0,0,0,0,0,0,0,0,0
0,250190,용의 탑2 LV 81~84,1001,39000060,0,0,0,0,0,0,0,0,0
0,250200,용의 탑3 LV 85~88,1001,39000060,0,0,0,0,0,0,0,0,0
0,250210,파렐경 던전 LV 21~25,0,0,0,0,0,0,0,0,0,0,0
0,250220,파렐경 던전 LV 27,1001,39000010,0,0,0,0,0,0,0,0,0
0,250230,라발론 던전 LV 41~45,0,0,0,0,0,0,0,0,0,0,0
0,250240,라발론 LV 47,1001,39000030,0,0,0,0,0,0,0,0,0
0,250250,사파이어던전 LV 55~56,0,0,0,0,0,0,0,0,0,0,0
0,250260,사파이어 LV 65,0,0,0,0,0,0,0,0,0,0,0
0,250270,말하는탑 던전 LV 80~81,0,0,0,0,0,0,0,0,0,0,0
0,250280,말하는 탑 LV 90,0,0,0,0,0,0,0,0,0,0,0
0,250290,배신자의 고개1 카오스 LV 25~29,1001,39000010,0,0,0,0,0,0,0,0,0
0,250300,배신자의 고개2 카오스 LV 30~34,1001,39000010,0,0,0,0,0,0,0,0,0
0,250310,용사의 해안가1 카오스 LV 35~39,1001,39000020,0,0,0,0,0,0,0,0,0
0,250320,용사의 해안가2 카오스 LV 40~44,1001,39000020,0,0,0,0,0,0,0,0,0
0,250330,용사의 계곡 카오스 LV 40~44,1001,39000020,0,0,0,0,0,0,0,0,0
0,250340,위험한 동굴 카오스 LV 45~48,1001,39000030,0,0,0,0,0,0,0,0,0
0,250350,악마의 숨결 카오스 LV 49~52,1001,39000030,0,0,0,0,0,0,0,0,0
0,250360,이글거리는 늪지대 카오스 LV 53~56,1001,39000030,0,0,0,0,0,0,0,0,0
0,250370,큰나무 지대 1 카오스 LV 57~60,1001,39000040,0,0,0,0,0,0,0,0,0
0,250380,큰나무 지대 2 카오스 LV 61~64,1001,39000040,0,0,0,0,0,0,0,0,0
0,250390,신들의 안식처 카오스 LV 65~68,1001,39000050,0,0,0,0,0,0,0,0,0
0,250400,잊혀진 마을 카오스 LV 69~72,1001,39000050,0,0,0,0,0,0,0,0,0
0,250410,잠자는 마을 카오스 LV 73~76,1001,39000050,0,0,0,0,0,0,0,0,0
0,250420,이슬의 숲1 카오스 LV 77~80,1001,39000060,0,0,0,0,0,0,0,0,0
0,250430,이슬의 숲2 카오스 LV 81~84,1001,39000060,0,0,0,0,0,0,0,0,0
0,250440,용의 탑1 카오스 LV 85~88,1001,39000060,0,0,0,0,0,0,0,0,0
0,250450,용의 탑2 카오스 LV 90~93,1001,39000060,0,0,0,0,0,0,0,0,0
0,250460,용의 탑3 카오스 LV 95~98,1001,39000060,0,0,0,0,0,0,0,0,0
0,250470,히든 망각의협곡 LV 20~24,0,0,0,0,0,0,0,0,0,0,0
0,250480,히든 수엽고래해안가 LV 30~34,1001,39000010,0,0,0,0,0,0,0,0,0
0,250490,히든 용사의 계곡 LV 35~39,1001,39000020,0,0,0,0,0,0,0,0,0
0,250500,히든 위험한 동굴 LV 40~44,1001,39000020,0,0,0,0,0,0,0,0,0
0,250510,히든 이글거리는 늪지대 LV 49~52,1001,39000030,0,0,0,0,0,0,0,0,0
0,250520,히든 큰나무지대 1 LV 53~56,1001,39000030,0,0,0,0,0,0,0,0,0
0,250530,히든 큰나무지대 2 LV 57~60,1001,39000040,0,0,0,0,0,0,0,0,0
0,250540,히든 신들의안식처 LV 61~64,1001,39000040,0,0,0,0,0,0,0,0,0
0,250550,히든 잊혀진 마을 LV 65~68,1001,39000050,0,0,0,0,0,0,0,0,0
0,250560,히든 잠자는 마을 LV 69~72,1001,39000050,0,0,0,0,0,0,0,0,0
0,250570,히든 유혹의 설원 LV 73~76,1001,39000050,0,0,0,0,0,0,0,0,0
0,250580,히든 얼음 협곡 LV 77~80,1001,39000060,0,0,0,0,0,0,0,0,0
0,250590,히든 엘로라 주둔지 LV 81~84,1001,39000060,0,0,0,0,0,0,0,0,0
0,260010,바람의평원1 LV 1~4,0,0,0,0,0,0,0,0,0,0,0
0,260020,바람의평원2 LV 5~9,0,0,0,0,0,0,0,0,0,0,0
0,260030,배신자의 고개1 LV 10~14,0,0,0,0,0,0,0,0,0,0,0
0,260040,배신자의 고개2 LV 15~19,1004,41000010,43000010,45000010,47000010,0,0,0,0,0,0
0,260050,용사의 해안가1 LV 20~24,0,0,0,0,0,0,0,0,0,0,0
0,260060,용사의 해안가2 LV 25~29,1008,41000030,42000010,43000030,44000010,45000030,46000010,47000030,48000010,0,0
0,260070,용사의 계곡 LV 30~34,0,0,0,0,0,0,0,0,0,0,0
0,260080,위험한 폐광 LV 35~39,1008,41000060,42000040,43000060,44000040,45000060,46000040,47000060,48000040,0,0
0,260090,악마의 숨결 LV 40~44,0,0,0,0,0,0,0,0,0,0,0
0,260100,이글거리는 늪지대 LV 45~48,1008,41000090,42000070,43000090,44000070,45000090,46000070,47000090,48000070,0,0
0,260110,큰나무 지대1 LV 49~52,0,0,0,0,0,0,0,0,0,0,0
0,260120,큰나무 지대2 LV 53~56,0,0,0,0,0,0,0,0,0,0,0
0,260130,신들의 안식처 LV 57~60,1008,41000120,42000100,43000120,44000100,45000120,46000100,47000120,48000100,0,0
0,260140,고요의 숲1 LV 61~64,0,0,0,0,0,0,0,0,0,0,0
0,260150,고요의 숲2 LV 65~68,1008,41000150,42000130,43000150,44000130,45000150,46000130,47000150,48000130,0,0
0,260160,이슬의 숲1 LV 69~72,0,0,0,0,0,0,0,0,0,0,0
0,260170,이슬의 숲2 LV 73~76,0,0,0,0,0,0,0,0,0,0,0
0,260180,용의 탑1 LV 77~80,1008,41000180,42000160,43000180,44000160,45000180,46000160,47000180,48000160,0,0
0,260190,용의 탑2 LV 81~84,0,0,0,0,0,0,0,0,0,0,0
0,260200,용의 탑3 LV 85~88,0,0,0,0,0,0,0,0,0,0,0
0,260210,파렐경 던전 LV 21~25,0,0,0,0,0,0,0,0,0,0,0
0,260220,파렐경 던전 LV 27,1008,41000030,42000010,43000030,44000010,45000030,46000010,47000030,48000010,0,0
0,260230,라발론 던전 LV 41~45,0,0,0,0,0,0,0,0,0,0,0
0,260240,라발론 LV 47,1008,41000090,42000070,43000090,44000070,45000090,46000070,47000090,48000070,0,0
0,260250,사파이어던전 LV 55~56,0,0,0,0,0,0,0,0,0,0,0
0,260260,사파이어 LV 65,0,0,0,0,0,0,0,0,0,0,0
0,260270,말하는탑 던전 LV 80~81,0,0,0,0,0,0,0,0,0,0,0
0,260280,말하는 탑 LV 90,0,0,0,0,0,0,0,0,0,0,0
0,260290,배신자의 고개1 카오스 LV 25~29,1008,41000030,42000010,43000030,44000010,45000030,46000010,47000030,48000010,0,0
0,260300,배신자의 고개2 카오스 LV 30~34,0,0,0,0,0,0,0,0,0,0,0
0,260310,용사의 해안가1 카오스 LV 35~39,1008,41000060,42000040,43000060,44000040,45000060,46000040,47000060,48000040,0,0
0,260320,용사의 해안가2 카오스 LV 40~44,0,0,0,0,0,0,0,0,0,0,0
0,260330,용사의 계곡 카오스 LV 40~44,0,0,0,0,0,0,0,0,0,0,0
0,260340,위험한 동굴 카오스 LV 45~48,1008,41000090,42000070,43000090,44000070,45000090,46000070,47000090,48000070,0,0
0,260350,악마의 숨결 카오스 LV 49~52,0,0,0,0,0,0,0,0,0,0,0
0,260360,이글거리는 늪지대 카오스 LV 53~56,0,0,0,0,0,0,0,0,0,0,0
0,260370,큰나무 지대 1 카오스 LV 57~60,1008,41000120,42000100,43000120,44000100,45000120,46000100,47000120,48000100,0,0
0,260380,큰나무 지대 2 카오스 LV 61~64,0,0,0,0,0,0,0,0,0,0,0
0,260390,신들의 안식처 카오스 LV 65~68,1008,41000150,42000130,43000150,44000130,45000150,46000130,47000150,48000130,0,0
0,260400,잊혀진 마을 카오스 LV 69~72,0,0,0,0,0,0,0,0,0,0,0
0,260410,잠자는 마을 카오스 LV 73~76,0,0,0,0,0,0,0,0,0,0,0
0,260420,이슬의 숲1 카오스 LV 77~80,1008,41000180,42000160,43000180,44000160,45000180,46000160,47000180,48000160,0,0
0,260430,이슬의 숲2 카오스 LV 81~84,0,0,0,0,0,0,0,0,0,0,0
0,260440,용의 탑1 카오스 LV 85~88,0,0,0,0,0,0,0,0,0,0,0
0,260450,용의 탑2 카오스 LV 90~93,0,0,0,0,0,0,0,0,0,0,0
0,260460,용의 탑3 카오스 LV 95~98,0,0,0,0,0,0,0,0,0,0,0
0,260470,히든 망각의협곡 LV 20~24,0,0,0,0,0,0,0,0,0,0,0
0,260480,히든 수엽고래해안가 LV 30~34,0,0,0,0,0,0,0,0,0,0,0
0,260490,히든 용사의 계곡 LV 35~39,0,0,0,0,0,0,0,0,0,0,0
0,260500,히든 위험한 동굴 LV 40~44,0,0,0,0,0,0,0,0,0,0,0
0,260510,히든 이글거리는 늪지대 LV 49~52,0,0,0,0,0,0,0,0,0,0,0
0,260520,히든 큰나무지대 1 LV 53~56,0,0,0,0,0,0,0,0,0,0,0
0,260530,히든 큰나무지대 2 LV 57~60,0,0,0,0,0,0,0,0,0,0,0
0,260540,히든 신들의안식처 LV 61~64,0,0,0,0,0,0,0,0,0,0,0
0,260550,히든 잊혀진 마을 LV 65~68,0,0,0,0,0,0,0,0,0,0,0
0,260560,히든 잠자는 마을 LV 69~72,0,0,0,0,0,0,0,0,0,0,0
0,260570,히든 유혹의 설원 LV 73~76,0,0,0,0,0,0,0,0,0,0,0
0,260580,히든 얼음 협곡 LV 77~80,0,0,0,0,0,0,0,0,0,0,0
0,260590,히든 엘로라 주둔지 LV 81~84,0,0,0,0,0,0,0,0,0,0,0
0,310010,바람의평원1 LV 1~4,85001,310010,0,0,0,0,0,0,0,0,0
0,310020,바람의평원2 LV 5~9,85001,310020,0,0,0,0,0,0,0,0,0
0,310030,배신자의 고개1 LV 10~14,85001,310030,0,0,0,0,0,0,0,0,0
0,310040,배신자의 고개2 LV 15~19,85001,310040,0,0,0,0,0,0,0,0,0
0,310050,용사의 해안가1 LV 20~24,85001,310050,0,0,0,0,0,0,0,0,0
0,310060,용사의 해안가2 LV 25~29,85001,310060,0,0,0,0,0,0,0,0,0
0,310070,용사의 계곡 LV 30~34,85001,310070,0,0,0,0,0,0,0,0,0
0,310080,위험한 폐광 LV 35~39,85001,310080,0,0,0,0,0,0,0,0,0
0,310090,악마의 숨결 LV 40~44,85001,310090,0,0,0,0,0,0,0,0,0
0,310100,이글거리는 늪지대 LV 45~48,85001,310100,0,0,0,0,0,0,0,0,0
0,310110,큰나무 지대1 LV 49~52,85001,310110,0,0,0,0,0,0,0,0,0
0,310120,큰나무 지대2 LV 53~56,85001,310120,0,0,0,0,0,0,0,0,0
0,310130,신들의 안식처 LV 57~60,85001,310130,0,0,0,0,0,0,0,0,0
0,310140,고요의 숲1 LV 61~64,85001,310140,0,0,0,0,0,0,0,0,0
0,310150,고요의 숲2 LV 65~68,85001,310150,0,0,0,0,0,0,0,0,0
0,310160,이슬의 숲1 LV 69~72,85001,310160,0,0,0,0,0,0,0,0,0
0,310170,이슬의 숲2 LV 73~76,85001,310170,0,0,0,0,0,0,0,0,0
0,310180,용의 탑1 LV 77~80,85001,310180,0,0,0,0,0,0,0,0,0
0,310190,용의 탑2 LV 81~84,85001,310190,0,0,0,0,0,0,0,0,0
0,310200,용의 탑3 LV 85~88,85001,310200,0,0,0,0,0,0,0,0,0
0,320010,바람의평원1 LV 1~4,85001,320010,0,0,0,0,0,0,0,0,0
0,320020,바람의평원2 LV 5~9,85001,320020,0,0,0,0,0,0,0,0,0
0,320030,배신자의 고개1 LV 10~14,85001,320030,0,0,0,0,0,0,0,0,0
0,320040,배신자의 고개2 LV 15~19,85001,320040,0,0,0,0,0,0,0,0,0
0,320050,용사의 해안가1 LV 20~24,85001,320050,0,0,0,0,0,0,0,0,0
0,320060,용사의 해안가2 LV 25~29,85001,320060,0,0,0,0,0,0,0,0,0
0,320070,용사의 계곡 LV 30~34,85001,320070,0,0,0,0,0,0,0,0,0
0,320080,위험한 폐광 LV 35~39,85001,320080,0,0,0,0,0,0,0,0,0
0,320090,악마의 숨결 LV 40~44,85001,320090,0,0,0,0,0,0,0,0,0
0,320100,이글거리는 늪지대 LV 45~48,85001,320100,0,0,0,0,0,0,0,0,0
0,320110,큰나무 지대1 LV 49~52,85001,320110,0,0,0,0,0,0,0,0,0
0,320120,큰나무 지대2 LV 53~56,85001,320120,0,0,0,0,0,0,0,0,0
0,320130,신들의 안식처 LV 57~60,85001,320130,0,0,0,0,0,0,0,0,0
0,320140,고요의 숲1 LV 61~64,85001,320140,0,0,0,0,0,0,0,0,0
0,320150,고요의 숲2 LV 65~68,85001,320150,0,0,0,0,0,0,0,0,0
0,320160,이슬의 숲1 LV 69~72,85001,320160,0,0,0,0,0,0,0,0,0
0,320170,이슬의 숲2 LV 73~76,85001,320170,0,0,0,0,0,0,0,0,0
0,320180,용의 탑1 LV 77~80,85001,320180,0,0,0,0,0,0,0,0,0
0,320190,용의 탑2 LV 81~84,85001,320190,0,0,0,0,0,0,0,0,0
0,320200,용의 탑3 LV 85~88,85001,320200,0,0,0,0,0,0,0,0,0
0,330010,바람의평원1 LV 1~4,85003,330010,340010,0,0,0,0,0,0,0,0
0,330020,바람의평원2 LV 5~9,85003,330020,340020,0,0,0,0,0,0,0,0
0,330030,배신자의 고개1 LV 10~14,85003,330030,340030,0,0,0,0,0,0,0,0
0,330040,배신자의 고개2 LV 15~19,85003,330040,340040,0,0,0,0,0,0,0,0
0,330050,용사의 해안가1 LV 20~24,85003,330050,340050,0,0,0,0,0,0,0,0
0,330060,용사의 해안가2 LV 25~29,85003,330060,340060,0,0,0,0,0,0,0,0
0,330070,용사의 계곡 LV 30~34,85003,330070,340070,0,0,0,0,0,0,0,0
0,330080,위험한 폐광 LV 35~39,85003,330080,340080,0,0,0,0,0,0,0,0
0,330090,악마의 숨결 LV 40~44,85003,330090,340090,0,0,0,0,0,0,0,0
0,330100,이글거리는 늪지대 LV 45~48,85003,330100,340100,0,0,0,0,0,0,0,0
0,330110,큰나무 지대1 LV 49~52,85003,330110,340110,0,0,0,0,0,0,0,0
0,330120,큰나무 지대2 LV 53~56,85003,330120,340120,0,0,0,0,0,0,0,0
0,330130,신들의 안식처 LV 57~60,85003,330130,340130,0,0,0,0,0,0,0,0
0,330140,고요의 숲1 LV 61~64,85003,330140,340140,0,0,0,0,0,0,0,0
0,330150,고요의 숲2 LV 65~68,85003,330150,340150,0,0,0,0,0,0,0,0
0,330160,이슬의 숲1 LV 69~72,85003,330160,340160,0,0,0,0,0,0,0,0
0,330170,이슬의 숲2 LV 73~76,85003,330170,340170,0,0,0,0,0,0,0,0
0,330180,용의 탑1 LV 77~80,85003,330180,340180,0,0,0,0,0,0,0,0
0,330190,용의 탑2 LV 81~84,85003,330190,340190,0,0,0,0,0,0,0,0
0,330200,용의 탑3 LV 85~88,85003,330200,340200,0,0,0,0,0,0,0,0
0,340010,바람의평원1 LV 1~4,85003,350010,360010,0,0,0,0,0,0,0,0
0,340020,바람의평원2 LV 5~9,85003,350020,360020,0,0,0,0,0,0,0,0
0,340030,배신자의 고개1 LV 10~14,85003,350030,360030,0,0,0,0,0,0,0,0
0,340040,배신자의 고개2 LV 15~19,85003,350040,360040,0,0,0,0,0,0,0,0
0,340050,용사의 해안가1 LV 20~24,85003,350050,360050,0,0,0,0,0,0,0,0
0,340060,용사의 해안가2 LV 25~29,85003,350060,360060,0,0,0,0,0,0,0,0
0,340070,용사의 계곡 LV 30~34,85003,350070,360070,0,0,0,0,0,0,0,0
0,340080,위험한 폐광 LV 35~39,85003,350080,360080,0,0,0,0,0,0,0,0
0,340090,악마의 숨결 LV 40~44,85003,350090,360090,0,0,0,0,0,0,0,0
0,340100,이글거리는 늪지대 LV 45~48,85003,350100,360100,0,0,0,0,0,0,0,0
0,340110,큰나무 지대1 LV 49~52,85003,350110,360110,0,0,0,0,0,0,0,0
0,340120,큰나무 지대2 LV 53~56,85003,350120,360120,0,0,0,0,0,0,0,0
0,340130,신들의 안식처 LV 57~60,85003,350130,360130,0,0,0,0,0,0,0,0
0,340140,고요의 숲1 LV 61~64,85003,350140,360140,0,0,0,0,0,0,0,0
0,340150,고요의 숲2 LV 65~68,85003,350150,360150,0,0,0,0,0,0,0,0
0,340160,이슬의 숲1 LV 69~72,85003,350160,360160,0,0,0,0,0,0,0,0
0,340170,이슬의 숲2 LV 73~76,85003,350170,360170,0,0,0,0,0,0,0,0
0,340180,용의 탑1 LV 77~80,85003,350180,360180,0,0,0,0,0,0,0,0
0,340190,용의 탑2 LV 81~84,85003,350190,360190,0,0,0,0,0,0,0,0
0,340200,용의 탑3 LV 85~88,85003,350200,360200,0,0,0,0,0,0,0,0
0,410010,용자의 길,410010,1000010,1000020,1000030,1000040,1000050,0,0,0,0,0
0,410011,몬스터카드 맵백 레벨1~10,1,410011,0,0,0,0,0,0,0,0,0
0,410012,몬스터카드 맵백 레벨1~20,1,410012,0,0,0,0,0,0,0,0,0
0,410013,몬스터카드 맵백 레벨10~20,1,410013,0,0,0,0,0,0,0,0,0
0,410014,몬스터카드 맵백 레벨20~30,1,410014,0,0,0,0,0,0,0,0,0
0,410015,몬스터카드 맵백 레벨25~45,1,410015,0,0,0,0,0,0,0,0,0
0,410020,숙련된 용자의 길,410020,1000160,1000170,1000180,1000190,0,0,0,0,0,0
0,410021,몬스터카드 맵백 레벨1~10(레시피),1,410021,0,0,0,0,0,0,0,0,0
0,410022,몬스터카드 맵백 레벨1~20(레시피),1,410022,0,0,0,0,0,0,0,0,0
0,410023,몬스터카드 맵백 레벨10~20(레시피),1,410023,0,0,0,0,0,0,0,0,0
0,410024,몬스터카드 맵백 레벨20~30(레시피),1,410024,0,0,0,0,0,0,0,0,0
0,410025,몬스터카드 맵백 레벨25~45(레시피),1,410025,0,0,0,0,0,0,0,0,0
0,410026,몬스터카드 맵백 레벨38~44,0,0,0,0,0,0,0,0,0,0,0
0,410027,몬스터카드 맵백 레벨42~45,0,0,0,0,0,0,0,0,0,0,0
0,410028,몬스터카드 맵백 레벨44~48,0,0,0,0,0,0,0,0,0,0,0
0,410029,몬스터카드 맵백 레벨22~28,0,0,0,0,0,0,0,0,0,0,0
0,410030,배신자 고개,410030,1000200,1000210,1000230,1000300,1000330,0,0,0,0,0
0,410031,몬스터카드 맵백 레벨38~44(레시피),0,0,0,0,0,0,0,0,0,0,0
0,410032,몬스터카드 맵백 레벨42~45(레시피),0,0,0,0,0,0,0,0,0,0,0
0,410033,몬스터카드 맵백 레벨44~48(레시피),0,0,0,0,0,0,0,0,0,0,0
0,410034,몬스터카드 맵백 레벨22~28(레시피),0,0,0,0,0,0,0,0,0,0,0
0,410040,칼바람 언덕,410040,1000220,1000240,1000260,1000280,0,0,0,0,0,0
